"","CGID"
"59388","cg25105824"
"59389","cg25106304"
"59390","cg25106500"
"59391","cg25106783"
"59392","cg25107114"
"59393","cg25107788"
"59394","cg25107972"
"59395","cg25108740"
"59396","cg25110523"
"59397","cg25110857"
"59398","cg25111583"
"59399","cg25112414"
"59400","cg25113008"
"59401","cg25114299"
"59402","cg25114504"
"59403","cg25115829"
"59404","cg25117822"
"59405","cg25120459"
"59406","cg25122413"
"59407","cg25122629"
"59408","cg25122820"
"59409","cg25123632"
"59410","cg25126301"
"59411","cg25128583"
"59412","cg25128696"
"59413","cg25130530"
"59414","cg25133533"
"59415","cg25134529"
"59416","cg25136310"
"59417","cg25136955"
"59418","cg25137436"
"59419","cg25137687"
"59420","cg25137968"
"59421","cg25138053"
"59422","cg25138327"
"59423","cg25138649"
"59424","cg25140213"
"59425","cg25141642"
"59426","cg25142100"
"59427","cg25143706"
"59428","cg25143746"
"59429","cg25144109"
"59430","cg25147343"
"59431","cg25148117"
"59432","cg25149516"
"59433","cg25149637"
"59434","cg25149722"
"59435","cg25151104"
"59436","cg25153483"
"59437","cg25154059"
"59438","cg25154270"
"59439","cg25154363"
"59440","cg25154733"
"59441","cg25155053"
"59442","cg25155766"
"59443","cg25156473"
"59444","cg25156528"
"59445","cg25156695"
"59446","cg25160829"
"59447","cg25164495"
"59448","cg25165049"
"59449","cg25165860"
"59450","cg25169926"
"59451","cg25170019"
"59452","cg25170850"
"59453","cg25171389"
"59454","cg25172603"
"59455","cg25172993"
"59456","cg25174197"
"59457","cg25174439"
"59458","cg25175900"
"59459","cg25176823"
"59460","cg25180075"
"59461","cg25180228"
"59462","cg25180252"
"59463","cg25181043"
"59464","cg25181710"
"59465","cg25181900"
"59466","cg25182211"
"59467","cg25184787"
"59468","cg25187463"
"59469","cg25187622"
"59470","cg25187648"
"59471","cg25187967"
"59472","cg25188141"
"59473","cg25188166"
"59474","cg25188298"
"59475","cg25189483"
"59476","cg25189808"
"59477","cg25190513"
"59478","cg25192591"
"59479","cg25193157"
"59480","cg25193384"
"59481","cg25194273"
"59482","cg25195193"
"59483","cg25195374"
"59484","cg25195643"
"59485","cg25196296"
"59486","cg25196348"
"59487","cg25196716"
"59488","cg25197698"
"59489","cg25198255"
"59490","cg25198656"
"59491","cg25198701"
"59492","cg25200586"
"59493","cg25201541"
"59494","cg25201707"
"59495","cg25203085"
"59496","cg25203256"
"59497","cg25203885"
"59498","cg25204094"
"59499","cg25204233"
"59500","cg25204360"
"59501","cg25204764"
"59502","cg25206565"
"59503","cg25207052"
"59504","cg25208258"
"59505","cg25209294"
"59506","cg25209552"
"59507","cg25211267"
"59508","cg25212457"
"59509","cg25212571"
"59510","cg25214792"
"59511","cg25215028"
"59512","cg25215077"
"59513","cg25215437"
"59514","cg25215835"
"59515","cg25217895"
"59516","cg25219495"
"59517","cg25220428"
"59518","cg25221719"
"59519","cg25221819"
"59520","cg25222915"
"59521","cg25223191"
"59522","cg25223391"
"59523","cg25223567"
"59524","cg25223716"
"59525","cg25225155"
"59526","cg25225483"
"59527","cg25228870"
"59528","cg25230945"
"59529","cg25233208"
"59530","cg25233271"
"59531","cg25233299"
"59532","cg25234170"
"59533","cg25235326"
"59534","cg25236837"
"59535","cg25239986"
"59536","cg25241320"
"59537","cg25242824"
"59538","cg25243321"
"59539","cg25244375"
"59540","cg25244980"
"59541","cg25248155"
"59542","cg25248569"
"59543","cg25250833"
"59544","cg25251249"
"59545","cg25253424"
"59546","cg25255429"
"59547","cg25255713"
"59548","cg25255897"
"59549","cg25256127"
"59550","cg25256538"
"59551","cg25256715"
"59552","cg25257018"
"59553","cg25259129"
"59554","cg25261331"
"59555","cg25263898"
"59556","cg25265300"
"59557","cg25265769"
"59558","cg25265790"
"59559","cg25265824"
"59560","cg25265930"
"59561","cg25267304"
"59562","cg25270422"
"59563","cg25271146"
"59564","cg25271804"
"59565","cg25271930"
"59566","cg25272121"
"59567","cg25273515"
"59568","cg25274598"
"59569","cg25275860"
"59570","cg25278576"
"59571","cg25280040"
"59572","cg25280589"
"59573","cg25280791"
"59574","cg25281020"
"59575","cg25283205"
"59576","cg25283916"
"59577","cg25284624"
"59578","cg25284710"
"59579","cg25285383"
"59580","cg25287247"
"59581","cg25288433"
"59582","cg25288455"
"59583","cg25288464"
"59584","cg25288627"
"59585","cg25288855"
"59586","cg25290098"
"59587","cg25290175"
"59588","cg25290222"
"59589","cg25291980"
"59590","cg25292358"
"59591","cg25292967"
"59592","cg25293221"
"59593","cg25294185"
"59594","cg25294651"
"59595","cg25296477"
"59596","cg25297146"
"59597","cg25298704"
"59598","cg25299176"
"59599","cg25301064"
"59600","cg25302436"
"59601","cg25302784"
"59602","cg25304146"
"59603","cg25305259"
"59604","cg25305750"
"59605","cg25305887"
"59606","cg25307796"
"59607","cg25308354"
"59608","cg25310071"
"59609","cg25310447"
"59610","cg25311278"
"59611","cg25312546"
"59612","cg25312636"
"59613","cg25312822"
"59614","cg25312935"
"59615","cg25313464"
"59616","cg25314460"
"59617","cg25314786"
"59618","cg25315731"
"59619","cg25316120"
"59620","cg25316428"
"59621","cg25316543"
"59622","cg25318278"
"59623","cg25318470"
"59624","cg25319564"
"59625","cg25320496"
"59626","cg25322095"
"59627","cg25324976"
"59628","cg25325615"
"59629","cg25325710"
"59630","cg25326048"
"59631","cg25326090"
"59632","cg25327452"
"59633","cg25327531"
"59634","cg25329164"
"59635","cg25329267"
"59636","cg25329269"
"59637","cg25329296"
"59638","cg25331271"
"59639","cg25332207"
"59640","cg25333395"
"59641","cg25333602"
"59642","cg25334461"
"59643","cg25335190"
"59644","cg25335616"
"59645","cg25336267"
"59646","cg25339449"
"59647","cg25340121"
"59648","cg25340432"
"59649","cg25341099"
"59650","cg25341738"
"59651","cg25342864"
"59652","cg25344133"
"59653","cg25344144"
"59654","cg25345528"
"59655","cg25345648"
"59656","cg25346444"
"59657","cg25347615"
"59658","cg25348050"
"59659","cg25348940"
"59660","cg25349265"
"59661","cg25350872"
"59662","cg25351461"
"59663","cg25351687"
"59664","cg25352781"
"59665","cg25354653"
"59666","cg25354655"
"59667","cg25355006"
"59668","cg25356621"
"59669","cg25356886"
"59670","cg25356951"
"59671","cg25357359"
"59672","cg25357512"
"59673","cg25357729"
"59674","cg25359908"
"59675","cg25360861"
"59676","cg25362169"
"59677","cg25362525"
"59678","cg25363527"
"59679","cg25365260"
"59680","cg25365370"
"59681","cg25365565"
"59682","cg25366141"
"59683","cg25367388"
"59684","cg25368049"
"59685","cg25368212"
"59686","cg25368482"
"59687","cg25368943"
"59688","cg25370228"
"59689","cg25370414"
"59690","cg25372088"
"59691","cg25372449"
"59692","cg25373401"
"59693","cg25373614"
"59694","cg25373794"
"59695","cg25373903"
"59696","cg25374028"
"59697","cg25374039"
"59698","cg25374173"
"59699","cg25376393"
"59700","cg25378917"
"59701","cg25378939"
"59702","cg25380207"
"59703","cg25381085"
"59704","cg25382025"
"59705","cg25382687"
"59706","cg25383242"
"59707","cg25383660"
"59708","cg25384595"
"59709","cg25386688"
"59710","cg25387410"
"59711","cg25391162"
"59712","cg25391444"
"59713","cg25393388"
"59714","cg25393495"
"59715","cg25393574"
"59716","cg25394301"
"59717","cg25394452"
"59718","cg25394461"
"59719","cg25394572"
"59720","cg25395581"
"59721","cg25396185"
"59722","cg25397818"
"59723","cg25398223"
"59724","cg25398408"
"59725","cg25399504"
"59726","cg25400396"
"59727","cg25400753"
"59728","cg25401219"
"59729","cg25401621"
"59730","cg25402281"
"59731","cg25402362"
"59732","cg25403084"
"59733","cg25404033"
"59734","cg25404914"
"59735","cg25406923"
"59736","cg25407053"
"59737","cg25407227"
"59738","cg25409185"
"59739","cg25409448"
"59740","cg25409944"
"59741","cg25410739"
"59742","cg25411699"
"59743","cg25413125"
"59744","cg25413298"
"59745","cg25415546"
"59746","cg25415978"
"59747","cg25420101"
"59748","cg25420132"
"59749","cg25420230"
"59750","cg25420298"
"59751","cg25420507"
"59752","cg25420945"
"59753","cg25421423"
"59754","cg25421663"
"59755","cg25422735"
"59756","cg25423002"
"59757","cg25423732"
"59758","cg25424194"
"59759","cg25424250"
"59760","cg25425005"
"59761","cg25426892"
"59762","cg25427524"
"59763","cg25428146"
"59764","cg25428156"
"59765","cg25428263"
"59766","cg25428810"
"59767","cg25429719"
"59768","cg25430941"
"59769","cg25431819"
"59770","cg25431916"
"59771","cg25432807"
"59772","cg25433157"
"59773","cg25435594"
"59774","cg25436127"
"59775","cg25437180"
"59776","cg25439845"
"59777","cg25440671"
"59778","cg25441176"
"59779","cg25441737"
"59780","cg25442844"
"59781","cg25443006"
"59782","cg25443137"
"59783","cg25444615"
"59784","cg25447019"
"59785","cg25448687"
"59786","cg25449862"
"59787","cg25450113"
"59788","cg25452165"
"59789","cg25455909"
"59790","cg25456204"
"59791","cg25456633"
"59792","cg25456927"
"59793","cg25457607"
"59794","cg25458713"
"59795","cg25460166"
"59796","cg25460563"
"59797","cg25461240"
"59798","cg25462662"
"59799","cg25465548"
"59800","cg25467746"
"59801","cg25468005"
"59802","cg25468212"
"59803","cg25468220"
"59804","cg25468879"
"59805","cg25469714"
"59806","cg25469905"
"59807","cg25470384"
"59808","cg25470479"
"59809","cg25471520"
"59810","cg25473203"
"59811","cg25473665"
"59812","cg25474372"
"59813","cg25476130"
"59814","cg25476713"
"59815","cg25477904"
"59816","cg25479093"
"59817","cg25479535"
"59818","cg25479565"
"59819","cg25480799"
"59820","cg25481201"
"59821","cg25481630"
"59822","cg25481888"
"59823","cg25482228"
"59824","cg25485091"
"59825","cg25485734"
"59826","cg25485994"
"59827","cg25488749"
"59828","cg25489024"
"59829","cg25489030"
"59830","cg25489370"
"59831","cg25492458"
"59832","cg25492985"
"59833","cg25494395"
"59834","cg25494408"
"59835","cg25494814"
"59836","cg25495217"
"59837","cg25497175"
"59838","cg25498139"
"59839","cg25499181"
"59840","cg25500050"
"59841","cg25500642"
"59842","cg25501191"
"59843","cg25501224"
"59844","cg25502399"
"59845","cg25504143"
"59846","cg25504229"
"59847","cg25504966"
"59848","cg25505785"
"59849","cg25507406"
"59850","cg25509643"
"59851","cg25510115"
"59852","cg25511118"
"59853","cg25512179"
"59854","cg25512249"
"59855","cg25512381"
"59856","cg25512738"
"59857","cg25512848"
"59858","cg25513108"
"59859","cg25513665"
"59860","cg25514439"
"59861","cg25514554"
"59862","cg25514992"
"59863","cg25515140"
"59864","cg25515758"
"59865","cg25515776"
"59866","cg25516822"
"59867","cg25517755"
"59868","cg25518519"
"59869","cg25519281"
"59870","cg25520495"
"59871","cg25521682"
"59872","cg25523332"
"59873","cg25523522"
"59874","cg25525778"
"59875","cg25528298"
"59876","cg25529304"
"59877","cg25532201"
"59878","cg25535044"
"59879","cg25535652"
"59880","cg25536256"
"59881","cg25536467"
"59882","cg25537293"
"59883","cg25538674"
"59884","cg25539910"
"59885","cg25540004"
"59886","cg25540142"
"59887","cg25541738"
"59888","cg25542007"
"59889","cg25542053"
"59890","cg25542244"
"59891","cg25542559"
"59892","cg25543190"
"59893","cg25545479"
"59894","cg25545917"
"59895","cg25546118"
"59896","cg25546901"
"59897","cg25548582"
"59898","cg25549733"
"59899","cg25550279"
"59900","cg25553128"
"59901","cg25555087"
"59902","cg25556464"
"59903","cg25557260"
"59904","cg25558440"
"59905","cg25559322"
"59906","cg25560268"
"59907","cg25563983"
"59908","cg25566909"
"59909","cg25567021"
"59910","cg25567232"
"59911","cg25568500"
"59912","cg25569624"
"59913","cg25569687"
"59914","cg25570381"
"59915","cg25570486"
"59916","cg25572189"
"59917","cg25574742"
"59918","cg25575831"
"59919","cg25575889"
"59920","cg25577670"
"59921","cg25578064"
"59922","cg25580268"
"59923","cg25581932"
"59924","cg25582168"
"59925","cg25582185"
"59926","cg25582303"
"59927","cg25582669"
"59928","cg25583180"
"59929","cg25585592"
"59930","cg25588635"
"59931","cg25590181"
"59932","cg25592858"
"59933","cg25593380"
"59934","cg25593391"
"59935","cg25593510"
"59936","cg25593560"
"59937","cg25593776"
"59938","cg25595005"
"59939","cg25595442"
"59940","cg25597745"
"59941","cg25597843"
"59942","cg25598062"
"59943","cg25598083"
"59944","cg25598306"
"59945","cg25598624"
"59946","cg25599761"
"59947","cg25599786"
"59948","cg25600478"
"59949","cg25600692"
"59950","cg25600823"
"59951","cg25601136"
"59952","cg25601501"
"59953","cg25601674"
"59954","cg25601949"
"59955","cg25602242"
"59956","cg25602765"
"59957","cg25604247"
"59958","cg25604819"
"59959","cg25605038"
"59960","cg25605243"
"59961","cg25605290"
"59962","cg25605360"
"59963","cg25605769"
"59964","cg25607032"
"59965","cg25607754"
"59966","cg25609036"
"59967","cg25610245"
"59968","cg25611570"
"59969","cg25612752"
"59970","cg25614935"
"59971","cg25615890"
"59972","cg25616771"
"59973","cg25617028"
"59974","cg25617236"
"59975","cg25618597"
"59976","cg25618765"
"59977","cg25619153"
"59978","cg25619287"
"59979","cg25619312"
"59980","cg25619707"
"59981","cg25623815"
"59982","cg25623886"
"59983","cg25624023"
"59984","cg25625370"
"59985","cg25625600"
"59986","cg25625616"
"59987","cg25626264"
"59988","cg25626298"
"59989","cg25628057"
"59990","cg25628762"
"59991","cg25629694"
"59992","cg25630506"
"59993","cg25631033"
"59994","cg25631436"
"59995","cg25633284"
"59996","cg25637520"
"59997","cg25637655"
"59998","cg25638186"
"59999","cg25638796"
"60000","cg25640288"
"60001","cg25640389"
"60002","cg25641025"
"60003","cg25641451"
"60004","cg25642880"
"60005","cg25644257"
"60006","cg25644317"
"60007","cg25644323"
"60008","cg25645559"
"60009","cg25646095"
"60010","cg25646649"
"60011","cg25649283"
"60012","cg25650185"
"60013","cg25650811"
"60014","cg25651476"
"60015","cg25652293"
"60016","cg25652534"
"60017","cg25652551"
"60018","cg25652873"
"60019","cg25653296"
"60020","cg25653368"
"60021","cg25653886"
"60022","cg25654554"
"60023","cg25657218"
"60024","cg25657261"
"60025","cg25658612"
"60026","cg25658641"
"60027","cg25663326"
"60028","cg25666660"
"60029","cg25667028"
"60030","cg25668320"
"60031","cg25670229"
"60032","cg25671418"
"60033","cg25673945"
"60034","cg25674863"
"60035","cg25678070"
"60036","cg25682903"
"60037","cg25685455"
"60038","cg25685524"
"60039","cg25686891"
"60040","cg25687923"
"60041","cg25689079"
"60042","cg25689459"
"60043","cg25689647"
"60044","cg25691495"
"60045","cg25691959"
"60046","cg25692323"
"60047","cg25695378"
"60048","cg25697998"
"60049","cg25698726"
"60050","cg25700851"
"60051","cg25701047"
"60052","cg25701114"
"60053","cg25701710"
"60054","cg25703541"
"60055","cg25704368"
"60056","cg25704638"
"60057","cg25705379"
"60058","cg25705492"
"60059","cg25705866"
"60060","cg25706342"
"60061","cg25706358"
"60062","cg25707429"
"60063","cg25707767"
"60064","cg25708189"
"60065","cg25708755"
"60066","cg25708777"
"60067","cg25714060"
"60068","cg25714381"
"60069","cg25717351"
"60070","cg25717406"
"60071","cg25718026"
"60072","cg25720815"
"60073","cg25723959"
"60074","cg25724246"
"60075","cg25724323"
"60076","cg25727203"
"60077","cg25727614"
"60078","cg25728362"
"60079","cg25728543"
"60080","cg25729060"
"60081","cg25730666"
"60082","cg25730804"
"60083","cg25732381"
"60084","cg25732800"
"60085","cg25734107"
"60086","cg25734198"
"60087","cg25734951"
"60088","cg25736465"
"60089","cg25737003"
"60090","cg25738037"
"60091","cg25741340"
"60092","cg25742365"
"60093","cg25743243"
"60094","cg25744017"
"60095","cg25744450"
"60096","cg25744558"
"60097","cg25745201"
"60098","cg25745244"
"60099","cg25747030"
"60100","cg25747059"
"60101","cg25748542"
"60102","cg25750688"
"60103","cg25751054"
"60104","cg25752797"
"60105","cg25753567"
"60106","cg25754926"
"60107","cg25756033"
"60108","cg25757689"
"60109","cg25757829"
"60110","cg25758413"
"60111","cg25758537"
"60112","cg25758690"
"60113","cg25760776"
"60114","cg25764131"
"60115","cg25764839"
"60116","cg25765192"
"60117","cg25765720"
"60118","cg25767896"
"60119","cg25770995"
"60120","cg25772474"
"60121","cg25773199"
"60122","cg25773447"
"60123","cg25776555"
"60124","cg25777540"
"60125","cg25777856"
"60126","cg25778076"
"60127","cg25780551"
"60128","cg25780806"
"60129","cg25781963"
"60130","cg25783153"
"60131","cg25783315"
"60132","cg25784319"
"60133","cg25785155"
"60134","cg25786265"
"60135","cg25788250"
"60136","cg25791875"
"60137","cg25792453"
"60138","cg25792521"
"60139","cg25792712"
"60140","cg25793628"
"60141","cg25794694"
"60142","cg25796050"
"60143","cg25801034"
"60144","cg25801502"
"60145","cg25801746"
"60146","cg25803630"
"60147","cg25805946"
"60148","cg25806685"
"60149","cg25807061"
"60150","cg25811766"
"60151","cg25813193"
"60152","cg25814432"
"60153","cg25814715"
"60154","cg25815065"
"60155","cg25815683"
"60156","cg25816031"
"60157","cg25816268"
"60158","cg25816317"
"60159","cg25816806"
"60160","cg25817503"
"60161","cg25817973"
"60162","cg25818402"
"60163","cg25818642"
"60164","cg25818915"
"60165","cg25819027"
"60166","cg25819406"
"60167","cg25819424"
"60168","cg25820033"
"60169","cg25820791"
"60170","cg25820971"
"60171","cg25821974"
"60172","cg25822552"
"60173","cg25824209"
"60174","cg25824592"
"60175","cg25825740"
"60176","cg25825810"
"60177","cg25827053"
"60178","cg25827846"
"60179","cg25828381"
"60180","cg25828607"
"60181","cg25831214"
"60182","cg25831233"
"60183","cg25834613"
"60184","cg25836827"
"60185","cg25837207"
"60186","cg25839342"
"60187","cg25840850"
"60188","cg25841265"
"60189","cg25841890"
"60190","cg25841923"
"60191","cg25843111"
"60192","cg25843439"
"60193","cg25844366"
"60194","cg25846302"
"60195","cg25847024"
"60196","cg25849038"
"60197","cg25849281"
"60198","cg25849332"
"60199","cg25849876"
"60200","cg25851176"
"60201","cg25851488"
"60202","cg25851671"
"60203","cg25854178"
"60204","cg25854649"
"60205","cg25860143"
"60206","cg25861453"
"60207","cg25863382"
"60208","cg25863503"
"60209","cg25864978"
"60210","cg25866126"
"60211","cg25867820"
"60212","cg25870010"
"60213","cg25870680"
"60214","cg25871696"
"60215","cg25871816"
"60216","cg25871824"
"60217","cg25872885"
"60218","cg25873532"
"60219","cg25873875"
"60220","cg25877009"
"60221","cg25878452"
"60222","cg25880358"
"60223","cg25883868"
"60224","cg25884094"
"60225","cg25884566"
"60226","cg25885449"
"60227","cg25886683"
"60228","cg25887394"
"60229","cg25888914"
"60230","cg25889504"
"60231","cg25889944"
"60232","cg25890391"
"60233","cg25890876"
"60234","cg25891212"
"60235","cg25892639"
"60236","cg25892657"
"60237","cg25893857"
"60238","cg25894123"
"60239","cg25894440"
"60240","cg25896603"
"60241","cg25899306"
"60242","cg25901444"
"60243","cg25902810"
"60244","cg25904166"
"60245","cg25905369"
"60246","cg25905578"
"60247","cg25906151"
"60248","cg25907132"
"60249","cg25907645"
"60250","cg25908613"
"60251","cg25910622"
"60252","cg25910647"
"60253","cg25912870"
"60254","cg25914270"
"60255","cg25914476"
"60256","cg25915758"
"60257","cg25916527"
"60258","cg25916711"
"60259","cg25917747"
"60260","cg25918510"
"60261","cg25919023"
"60262","cg25919098"
"60263","cg25919948"
"60264","cg25920743"
"60265","cg25921654"
"60266","cg25921736"
"60267","cg25921868"
"60268","cg25922610"
"60269","cg25924032"
"60270","cg25924196"
"60271","cg25927822"
"60272","cg25930068"
"60273","cg25930161"
"60274","cg25930639"
"60275","cg25930738"
"60276","cg25931138"
"60277","cg25932299"
"60278","cg25933015"
"60279","cg25933091"
"60280","cg25933333"
"60281","cg25933400"
"60282","cg25934006"
"60283","cg25934629"
"60284","cg25935047"
"60285","cg25935281"
"60286","cg25935897"
"60287","cg25936770"
"60288","cg25937155"
"60289","cg25937395"
"60290","cg25937978"
"60291","cg25938596"
"60292","cg25938983"
"60293","cg25939015"
"60294","cg25939203"
"60295","cg25940606"
"60296","cg25941209"
"60297","cg25942318"
"60298","cg25943406"
"60299","cg25944965"
"60300","cg25949955"
"60301","cg25950564"
"60302","cg25951073"
"60303","cg25951256"
"60304","cg25952037"
"60305","cg25952094"
"60306","cg25953146"
"60307","cg25953789"
"60308","cg25954539"
"60309","cg25955341"
"60310","cg25955816"
"60311","cg25956062"
"60312","cg25958261"
"60313","cg25958911"
"60314","cg25960378"
"60315","cg25961221"
"60316","cg25961773"
"60317","cg25962639"
"60318","cg25963309"
"60319","cg25963628"
"60320","cg25964040"
"60321","cg25964517"
"60322","cg25964908"
"60323","cg25965576"
"60324","cg25968394"
"60325","cg25969087"
"60326","cg25971038"
"60327","cg25971347"
"60328","cg25972918"
"60329","cg25973369"
"60330","cg25974476"
"60331","cg25976453"
"60332","cg25976845"
"60333","cg25978011"
"60334","cg25979829"
"60335","cg25980504"
"60336","cg25982920"
"60337","cg25984068"
"60338","cg25985347"
"60339","cg25985480"
"60340","cg25986200"
"60341","cg25987020"
"60342","cg25987082"
"60343","cg25988570"
"60344","cg25989623"
"60345","cg25990363"
"60346","cg25990571"
"60347","cg25991631"
"60348","cg25991761"
"60349","cg25993111"
"60350","cg25995452"
"60351","cg25995724"
"60352","cg25997023"
"60353","cg25997187"
"60354","cg25998181"
"60355","cg25998928"
"60356","cg26000393"
"60357","cg26000693"
"60358","cg26001410"
"60359","cg26002634"
"60360","cg26003993"
"60361","cg26005980"
"60362","cg26006473"
"60363","cg26006672"
"60364","cg26007358"
"60365","cg26007766"
"60366","cg26009970"
"60367","cg26012608"
"60368","cg26013057"
"60369","cg26015501"
"60370","cg26017043"
"60371","cg26017136"
"60372","cg26018312"
"60373","cg26018322"
"60374","cg26022242"
"60375","cg26022257"
"60376","cg26022684"
"60377","cg26024202"
"60378","cg26024624"
"60379","cg26025071"
"60380","cg26027780"
"60381","cg26028371"
"60382","cg26028573"
"60383","cg26028810"
"60384","cg26028853"
"60385","cg26032412"
"60386","cg26033457"
"60387","cg26033531"
"60388","cg26035007"
"60389","cg26037136"
"60390","cg26040075"
"60391","cg26040200"
"60392","cg26041882"
"60393","cg26043521"
"60394","cg26044128"
"60395","cg26046487"
"60396","cg26047345"
"60397","cg26047440"
"60398","cg26048897"
"60399","cg26051552"
"60400","cg26051876"
"60401","cg26051937"
"60402","cg26053217"
"60403","cg26053291"
"60404","cg26053786"
"60405","cg26054975"
"60406","cg26055522"
"60407","cg26057682"
"60408","cg26059397"
"60409","cg26060971"
"60410","cg26061255"
"60411","cg26062172"
"60412","cg26062907"
"60413","cg26063643"
"60414","cg26067569"
"60415","cg26068283"
"60416","cg26068292"
"60417","cg26068551"
"60418","cg26069632"
"60419","cg26070081"
"60420","cg26071033"
"60421","cg26071680"
"60422","cg26071934"
"60423","cg26074723"
"60424","cg26075208"
"60425","cg26075252"
"60426","cg26075747"
"60427","cg26076203"
"60428","cg26076236"
"60429","cg26076619"
"60430","cg26078137"
"60431","cg26078665"
"60432","cg26080444"
"60433","cg26080826"
"60434","cg26081584"
"60435","cg26082797"
"60436","cg26088294"
"60437","cg26088333"
"60438","cg26089056"
"60439","cg26089220"
"60440","cg26089827"
"60441","cg26089997"
"60442","cg26090359"
"60443","cg26090660"
"60444","cg26091007"
"60445","cg26091030"
"60446","cg26091965"
"60447","cg26092192"
"60448","cg26093106"
"60449","cg26093123"
"60450","cg26095395"
"60451","cg26095478"
"60452","cg26096090"
"60453","cg26101183"
"60454","cg26102146"
"60455","cg26103331"
"60456","cg26104073"
"60457","cg26104551"
"60458","cg26105045"
"60459","cg26105660"
"60460","cg26105725"
"60461","cg26105731"
"60462","cg26106149"
"60463","cg26106803"
"60464","cg26107538"
"60465","cg26107850"
"60466","cg26108309"
"60467","cg26108836"
"60468","cg26108973"
"60469","cg26108999"
"60470","cg26110572"
"60471","cg26111152"
"60472","cg26111157"
"60473","cg26111887"
"60474","cg26112170"
"60475","cg26112929"
"60476","cg26113925"
"60477","cg26113972"
"60478","cg26114378"
"60479","cg26116495"
"60480","cg26116741"
"60481","cg26117778"
"60482","cg26118675"
"60483","cg26119563"
"60484","cg26119796"
"60485","cg26119894"
"60486","cg26120194"
"60487","cg26121931"
"60488","cg26122004"
"60489","cg26122697"
"60490","cg26123975"
"60491","cg26124466"
"60492","cg26125877"
"60493","cg26127080"
"60494","cg26127187"
"60495","cg26128383"
"60496","cg26129220"
"60497","cg26130852"
"60498","cg26131114"
"60499","cg26131493"
"60500","cg26131927"
"60501","cg26132084"
"60502","cg26132588"
"60503","cg26133082"
"60504","cg26134482"
"60505","cg26134629"
"60506","cg26135849"
"60507","cg26136399"
"60508","cg26136415"
"60509","cg26137453"
"60510","cg26138202"
"60511","cg26139131"
"60512","cg26139168"
"60513","cg26140182"
"60514","cg26141807"
"60515","cg26142236"
"60516","cg26142482"
"60517","cg26143153"
"60518","cg26143326"
"60519","cg26143338"
"60520","cg26143525"
"60521","cg26145507"
"60522","cg26146184"
"60523","cg26147664"
"60524","cg26148154"
"60525","cg26148815"
"60526","cg26149184"
"60527","cg26149765"
"60528","cg26152038"
"60529","cg26153054"
"60530","cg26154353"
"60531","cg26154546"
"60532","cg26154860"
"60533","cg26155504"
"60534","cg26155673"
"60535","cg26156154"
"60536","cg26156478"
"60537","cg26157446"
"60538","cg26159068"
"60539","cg26159184"
"60540","cg26160150"
"60541","cg26160235"
"60542","cg26161104"
"60543","cg26162147"
"60544","cg26162330"
"60545","cg26162385"
"60546","cg26162794"
"60547","cg26163843"
"60548","cg26163855"
"60549","cg26164278"
"60550","cg26165993"
"60551","cg26166818"
"60552","cg26167010"
"60553","cg26167029"
"60554","cg26167424"
"60555","cg26167708"
"60556","cg26167861"
"60557","cg26169299"
"60558","cg26170569"
"60559","cg26171454"
"60560","cg26171505"
"60561","cg26173435"
"60562","cg26174018"
"60563","cg26174329"
"60564","cg26176469"
"60565","cg26177629"
"60566","cg26177807"
"60567","cg26181840"
"60568","cg26182712"
"60569","cg26184438"
"60570","cg26185621"
"60571","cg26185843"
"60572","cg26185920"
"60573","cg26186545"
"60574","cg26186732"
"60575","cg26186929"
"60576","cg26187031"
"60577","cg26188131"
"60578","cg26188679"
"60579","cg26189472"
"60580","cg26190375"
"60581","cg26190966"
"60582","cg26192748"
"60583","cg26192872"
"60584","cg26193555"
"60585","cg26195168"
"60586","cg26196124"
"60587","cg26198463"
"60588","cg26198644"
"60589","cg26199225"
"60590","cg26200001"
"60591","cg26201011"
"60592","cg26201283"
"60593","cg26201727"
"60594","cg26204267"
"60595","cg26204328"
"60596","cg26206183"
"60597","cg26212966"
"60598","cg26218229"
"60599","cg26218264"
"60600","cg26218753"
"60601","cg26218805"
"60602","cg26220089"
"60603","cg26221029"
"60604","cg26222132"
"60605","cg26223459"
"60606","cg26224242"
"60607","cg26224339"
"60608","cg26225655"
"60609","cg26225726"
"60610","cg26225829"
"60611","cg26226139"
"60612","cg26227119"
"60613","cg26228329"
"60614","cg26228476"
"60615","cg26231397"
"60616","cg26231794"
"60617","cg26234795"
"60618","cg26235489"
"60619","cg26238180"
"60620","cg26238560"
"60621","cg26238727"
"60622","cg26241658"
"60623","cg26241694"
"60624","cg26242334"
"60625","cg26243109"
"60626","cg26243635"
"60627","cg26243679"
"60628","cg26244531"
"60629","cg26246078"
"60630","cg26246289"
"60631","cg26246880"
"60632","cg26247795"
"60633","cg26247942"
"60634","cg26248373"
"60635","cg26249038"
"60636","cg26251069"
"60637","cg26251715"
"60638","cg26252135"
"60639","cg26252151"
"60640","cg26254916"
"60641","cg26255210"
"60642","cg26256420"
"60643","cg26256539"
"60644","cg26256837"
"60645","cg26256996"
"60646","cg26257163"
"60647","cg26258396"
"60648","cg26259001"
"60649","cg26259568"
"60650","cg26259669"
"60651","cg26261361"
"60652","cg26262710"
"60653","cg26262746"
"60654","cg26262988"
"60655","cg26263310"
"60656","cg26263421"
"60657","cg26267272"
"60658","cg26269630"
"60659","cg26270066"
